chr	start	end	gene	oocyte	sperm	two_cell	four_cell	blast
chr19_17432319_17837632	chr19	17432319	17837632	Pcsk5	0.633555151468255	0.869235980289349	0.546355613411097	0.487332247878429	0.264712148276823
chr19_18516137_18631823	chr19	18516137	18631823	Ostf1	0.66275289017341	0.821779644753396	0.507969621677371	0.450353707567815	0.192407956290397
chr19_18631950_18652428	chr19	18631950	18652428	Nmrk1	0.781493639720968	0.823642100518368	0.665926618368778	0.611263393969599	0.300485193240756
chr19_18670764_18707200	chr19	18670764	18707200	Carnmt1	0.553464845725847	0.430550842664857	0.467582891655368	0.429144102960827	0.240452290296527
chr19_18713193_18718428	chr19	18713193	18718428	D030056L22Rik	0.238509316770186	0.215083431874918	0.155115012106538	0.150095969289827	0.0679745786128765
chr19_18749983_18892511	chr19	18749983	18892511	Trpm6	0.560049251752226	0.861470680793035	0.481361846603636	0.423489785859028	0.222597080694024
chr19_18930605_19111196	chr19	18930605	19111196	Rorb	0.462753019746877	0.863906033613158	0.429932622225486	0.369184785228752	0.219940817682227
chr19_20373428_20390944	chr19	20373428	20390944	Anxa1	0.372465818010372	0.930125523012552	0.352538370720189	0.360402684563758	0.262735659847573
chr19_20492715_20643465	chr19	20492715	20643465	Aldh1a1	0.510687969650544	0.866961885181085	0.491480175340299	0.452562754332221	0.261173774051511
chr19_20692953_20727562	chr19	20692953	20727562	Aldh1a7	0.457464415756372	0.902837902837903	0.473586408282453	0.446680790960452	0.263618022864828
chr19_20783458_20954202	chr19	20783458	20954202	Tmc1	0.456969762535836	0.920012507817386	0.446374112443255	0.389931432695778	0.220966913652703
chr19_21272278_21286840	chr19	21272278	21286840	Zfand5	0.108974358974359	0.225596772385969	0.12869851092632	0.161694374857663	0.13296054675365
chr19_21391307_21473445	chr19	21391307	21473445	Gda	0.826666666666667	0.883103122043519	0.701277955271565	0.674280640865249	0.389240506329114
chr19_21581202_21652976	chr19	21581202	21652976	1110059E24Rik	0.74602187966186	0.856688655137577	0.569566089456442	0.53401574221204	0.206150782676033
chr19_21653185_21685637	chr19	21653185	21685637	Abhd17b	0.512568160659662	0.467953248165262	0.418771397196564	0.40462147531712	0.195231513476158
chr19_21778342_21858360	chr19	21778342	21858360	Cemip2	0.851113716295428	0.843415689051346	0.697975863610242	0.645082942705171	0.348541758727353
chr19_22139046_22995410	chr19	22139046	22995410	Trpm3	0.765074129400489	0.877617984434461	0.673421412982012	0.646328437917223	0.353119335698462
chr19_23141226_23168134	chr19	23141226	23168134	Klf9	0.211544461778471	0.501023636702029	0.129571719918423	0.0730280508271398	0.0215486620885626
chr19_23206451_23273897	chr19	23206451	23273897	Smc5	0.774936467598475	0.772490875912409	0.689871168369613	0.635388601036269	0.302074912422528
chr19_23302609_23448442	chr19	23302609	23448442	Mamdc2	0.485356058379861	0.790733625843999	0.392629652226968	0.305365634056442	0.150676671579794
chr19_23558753_23652812	chr19	23558753	23652812	1700028P14Rik	0.549330914039465	0.814216074330236	0.484230877673501	0.387761589403973	0.188276172704459
chr19_23687429_23731668	chr19	23687429	23731668	Ptar1	0.795520308648591	0.728744542020311	0.612804209603157	0.538690279521575	0.317636761487965
chr19_23758887_23949596	chr19	23758887	23949596	Apba1	0.592017026061117	0.778035366612473	0.459376498800959	0.389054023928067	0.210393533217773
chr19_23972750_24031019	chr19	23972750	24031019	Fam189a2	0.617089281909227	0.695189243801974	0.474687313877308	0.3959047530807	0.203221457461151
chr19_24094505_24225030	chr19	24094505	24225030	Tjp2	0.642444749420283	0.736476100753669	0.508954346548233	0.456195207481005	0.23306316624086
chr19_24261453_24280605	chr19	24261453	24280605	Fxn	0.402328589909444	0.523705269515325	0.243399817926012	0.138092183634198	0.054386718190926
chr19_24294794_24555872	chr19	24294794	24555872	Pip5k1b	0.386611968736633	0.850563049800237	0.296044451352191	0.220254585403133	0.0989443660771031
chr19_24476502_24477356	chr19	24476502	24477356	Fam122a	0.0189410245372363	0.00499375780274657	0.00747282608695652	0.00983730609156262	0.0116204002582311
chr19_24674008_24682233	chr19	24674008	24682233	Tmem252	0.391205458680819	0.786595004742333	0.270868824531516	0.158710217755444	0.0422287390029326
chr19_24683016_24861855	chr19	24683016	24861855	Pgm5	0.456908818213283	0.869708640918655	0.37264944050403	0.287352859393827	0.13821539982086
chr19_24875686_24876631	chr19	24875686	24876631	Gm10053	0.47136563876652	NA	0.318367346938775	0.0144092219020173	0
chr19_24899236_24901197	chr19	24899236	24901197	Foxd4	0.0105845561703151	0.00720461095100865	0.0160740379931807	0.032514450867052	0.025650160313502
chr19_24919916_24961610	chr19	24919916	24961610	Cbwd1	0.77716643741403	0.802369548777414	0.66159793814433	0.642827268925136	0.304038004750594
chr19_24999534_25202432	chr19	24999534	25202432	Dock8	0.791768123730037	0.881517167813519	0.643340686808245	0.58884540898836	0.314159570122239
chr19_25236975_25434496	chr19	25236975	25434496	Kank1	0.554902126938395	0.852595518693963	0.390187460758812	0.314310595065312	0.152254649261384
chr19_25505618_25604329	chr19	25505618	25604329	Dmrt1	0.346586887988162	0.872469809004482	0.229846106015856	0.139016963897347	0.0558987494349857
chr19_25610301_25623921	chr19	25610301	25623921	Dmrt3	0.14242819843342	0.454573798091912	0.109058766154596	0.0963025924351891	0.0528476821192053
chr19_25672411_25678991	chr19	25672411	25678991	Dmrt2	0.0600685345696432	0.321660181582361	0.0906162319443001	0.143498817966903	0.111569183200206
chr19_26605050_26778322	chr19	26605050	26778322	Smarca2	0.744825759582277	0.835120655381132	0.581698626846551	0.537437097717964	0.261743327761396
chr19_26885881_26888647	chr19	26885881	26888647	Gm815	0.763046544428773	0.932063492063492	0.574525745257453	0.526748971193416	0.215815485996705
chr19_27216484_27254231	chr19	27216484	27254231	Vldlr	0.408775169260529	0.500813308687616	0.281702047717453	0.211621993855281	0.128442583346755
chr19_27322588_27337179	chr19	27322588	27337179	Kcnv2	0.84782117859562	0.510126582278481	0.618645973909132	0.500913867946082	0.310699588477366
chr19_27388698_27429825	chr19	27388698	27429825	Pum3	0.812600151809058	0.88708373747171	0.655165947871742	0.603532214626062	0.325644821943427
chr19_27761721_28011166	chr19	27761721	28011166	Rfx3	0.852673253451055	0.89689936301603	0.72830298666118	0.698110288429661	0.375171333463873
chr19_28258851_28680077	chr19	28258851	28680077	Glis3	0.624057817239067	0.912508949932766	0.495422615575787	0.428175395713477	0.226047868397772
chr19_28835049_28913960	chr19	28835049	28913960	Slc1a1	0.630834735071489	0.861970288899395	0.463765519006784	0.366583146511935	0.164094139222129
chr19_28893042_28967800	chr19	28893042	28967800	4430402I18Rik	0.752295279606788	0.842596742865681	0.649002338657511	0.582706974687742	0.319273697832417
chr19_28963953_28966811	chr19	28963953	28966811	Plpp6	0.0799484203739523	0.147263128646846	0.099981206540124	0.073187414500684	0.0611831442463533
chr19_28990352_29026681	chr19	28990352	29026681	Cdc37l1	0.751408255609936	0.732856153313323	0.581719637970953	0.53904626767344	0.294681436090816
chr19_29020833_29047961	chr19	29020833	29047961	Ak3	0.478135932033983	0.659443072086234	0.329477322423644	0.321736650744992	0.136474772171594
chr19_29101375_29143929	chr19	29101375	29143929	Rcl1	0.768459195462662	0.886493529568539	0.559103198954947	0.493794326241135	0.219676287051482
chr19_29251828_29313080	chr19	29251828	29313080	Jak2	0.734290976058932	0.80452668205912	0.621362470732523	0.624409902130109	0.316219232802679
chr19_29321344_29325356	chr19	29321344	29325356	Insl6	0.342259960809928	0.72146847565842	0.305394696738799	0.252967107494066	0.136432541687721
chr19_29331170_29334670	chr19	29331170	29334670	Rln1	0.301757066462949	0.444300518134715	0.133734034560481	0.0685550082101806	0.0619946091644205
chr19_29348599_29367390	chr19	29348599	29367390	Plgrkt	0.258740077689579	0.659774309074938	0.253363416060834	0.171465485418974	0.0818474492322932
chr19_29367455_29388095	chr19	29367455	29388095	Cd274	0.372973840475044	0.904572199068399	0.282553729456384	0.19442192313929	0.0881040418207319
chr19_29410919_29471161	chr19	29410919	29471161	Pdcd1lg2	0.444589570983623	0.780453951665578	0.335674676524954	0.238746926119962	0.112232481568964
chr19_29522282_29606829	chr19	29522282	29606829	Ric1	0.669890003626254	0.810492189802535	0.572932330827068	0.543692108853307	0.324393620839957
chr19_29608214_29648415	chr19	29608214	29648415	Ermp1	0.693257848687597	0.821611782227371	0.51147382029735	0.442279590842669	0.243017472261191
chr19_29697824_29708634	chr19	29697824	29708634	Mlana	0.425789318383004	0.397748344370861	0.23082366260968	0.101384025346006	0.0349829351535836
chr19_29714402_29805989	chr19	29714402	29805989	9930021J03Rik	0.729404808829326	0.685010018172499	0.63580637314522	0.582923438836612	0.358066456172004
chr19_29808400_29812974	chr19	29808400	29812974	Ranbp6	0.349559813568099	0.531947483588621	0.263881253435954	0.182230522945571	0.148822745446468
chr19_29925114_29960718	chr19	29925114	29960718	Il33	0.354491017964072	0.850524273638505	0.280871670702179	0.196761502936313	0.0904910494334045
chr19_30003790_30006018	chr19	30003790	30006018	Trpd52l3	0.365747460087083	0.405724953329185	0.297311009639777	0.164959016393443	0.0590951061865189
chr19_30030513_30093722	chr19	30030513	30093722	Uhrf2	0.692222748067518	0.738904003109211	0.614869919374948	0.565075534102083	0.351432880844646
chr19_30098447_30175429	chr19	30098447	30175429	Gldc	0.714986541634106	0.849962191228365	0.577036947887832	0.493143145438701	0.234429839653155
chr19_30232942_30239687	chr19	30232942	30239687	Mbl2	0.706590257879656	0.755703755703756	0.560793237971391	0.466618808327351	0.253931544865865
chr19_30545863_30549665	chr19	30545863	30549665	Dkk1	0.659682899207248	0.165424739195231	0.525441329179647	0.563291139240506	0.337993920972644
chr19_30564489_31765033	chr19	30564489	31765033	Prkg1	0.692845122137794	0.88011119712858	0.607188839199637	0.57941036522385	0.324997853849689
chr19_31082837_31087069	chr19	31082837	31087069	Cstf2t	0.222562141491396	0.375801505436298	0.203647987965401	0.126514445479963	0.112277498858969
chr19_31868764_31948995	chr19	31868764	31948995	A1cf	0.422935062031966	0.858390727364354	0.391312550110833	0.330493273542601	0.198065135514364
chr19_31982597_32108211	chr19	31982597	32108211	Asah2	0.764864039107852	0.903358672279597	0.675370411497827	0.622439823664807	0.339036055923473
chr19_32122727_32389714	chr19	32122727	32389714	Sgms1	0.711949648539749	0.860387707251717	0.547349776241643	0.496664708118757	0.211289267808269
chr19_32465865_32466578	chr19	32465865	32466578	Rpl9-ps6	0.394230769230769	0.977987421383648	0.198501872659176	0.21244635193133	0.0695652173913043
chr19_32485769_32515364	chr19	32485769	32515364	Minpp1	0.630617639990387	0.709847242599465	0.48774277297918	0.448707469091652	0.23940460478076
chr19_3259076_3283017	chr19	3259076	3283017	Ighmbp2	0.813862204317736	0.908374440097522	0.597838583582433	0.516570284697509	0.245929821013247
chr19_32595790_32667187	chr19	32595790	32667187	Papss2	0.50828729281768	0.809917355371901	0.444862779264422	0.359383224448091	0.18181001571974
chr19_32671638_32739786	chr19	32671638	32739786	Atad1	0.56137114002719	0.681030192435302	0.399439953028319	0.342572720215535	0.171702044537049
chr19_32757497_32826160	chr19	32757497	32826160	Pten	0.638971474487746	0.654875265601637	0.57778266608007	0.560109657992899	0.29784327821711
chr19_3282901_3292837	chr19	3282901	3292837	Mrpl21	0.583090379008746	0.806213017751479	0.417340395873989	0.334761575673808	0.121659634317862
chr19_3322334_3385733	chr19	3322334	3385733	Cpt1a	0.325123688359702	0.704980430949206	0.258481591464536	0.177950303230526	0.0804973049533777
chr19_33498037_33517780	chr19	33498037	33517780	Lipo4	0.420114122681883	0.705778301886792	0.404416403785489	0.313292285403839	0.196747114375656
chr19_33555160_33761951	chr19	33555160	33761951	Lipo3	0.530563324011187	0.80673947789025	0.482614109143916	0.443255913062007	0.284180822220993
chr19_33612707_33625252	chr19	33612707	33625252	Gm8978	0.414496036240091	0.828013339685565	0.404098791382028	0.369957081545064	0.209902370990237
chr19_33719670_33751359	chr19	33719670	33751359	Lipo2	0.53903162055336	0.921897929235285	0.543676157272903	0.452287185701303	0.27806925498426
chr19_33775498_33787459	chr19	33775498	33787459	Lipo1	0.429824561403509	0.60896518836433	0.349374398460058	0.245269286754003	0.171699741156169
chr19_3388857_3407823	chr19	3388857	3407823	Tesmin	0.270962412226353	0.724473067915691	0.168762599596813	0.116727780687969	0.0393249729060226
chr19_33961187_33976810	chr19	33961187	33976810	Lipf	0.475141598489616	0.959862688143649	0.433090794052515	0.397078353253652	0.23940786115365
chr19_34008290_34047835	chr19	34008290	34047835	Lipk	0.447751536719508	0.810774769969329	0.388123924268503	0.306069131832797	0.172112168767687
chr19_34067358_34084918	chr19	34067358	34084918	Lipn	0.40822235089751	0.947782390211929	0.376425855513308	0.361981063364894	0.197896377093884
chr19_3409915_3414544	chr19	3409915	3414544	Gal	0.111965811965812	0.715634218289086	0.0984002414729852	0.0618863433501934	0.0353213665315576
chr19_34100933_34122687	chr19	34100933	34122687	Lipm	0.46936821952776	0.916365449333167	0.493210687691634	0.459614126880314	0.282854451248234
chr19_34121469_34166053	chr19	34121469	34166053	Ankrd22	0.773804300131637	0.92519726459758	0.707120270417621	0.647115917914587	0.360875706214689
chr19_34192229_34240333	chr19	34192229	34240333	Stambpl1	0.332244008714597	0.74116857594785	0.247746085306058	0.188604552523682	0.092099519860323
chr19_34241090_34255590	chr19	34241090	34255590	Acta2	0.354829857299671	0.656028732683427	0.258584534731324	0.191733240708579	0.093801996672213
chr19_34290666_34327772	chr19	34290666	34327772	Fas	0.34345137717819	0.864426135900155	0.331664238892935	0.256003049167831	0.141018306636156
chr19_34473778_34475164	chr19	34473778	34475164	Ch25h	0.039820806371329	0.0061633281972265	0.0267509727626459	0.0199252801992528	0.0078003120124805
chr19_34492318_34527474	chr19	34492318	34527474	Lipa	0.508578431372549	0.826620882318706	0.390158937513608	0.293561834182492	0.154972919743968
chr19_3454928_3575749	chr19	3454928	3575749	Ppp6r3	0.785286689739033	0.822294479394925	0.609441011990525	0.549949974987494	0.206346558110047
chr19_34550694_34576419	chr19	34550694	34576419	Ifit2	0.309278350515464	0.847163362952837	0.317721710228131	0.274604129083985	0.117248566961959
chr19_34583531_34588731	chr19	34583531	34588731	Ifit3	0.395796847635727	0.46777697320782	0.209042076991943	0.142210486608827	0.0427528675703858
chr19_34592891_34601956	chr19	34592891	34601956	Ifit1bl1	0.550632911392405	0.954732510288066	0.545858585858586	0.557900154400412	0.317339149400218
chr19_34607970_34613401	chr19	34607970	34613401	Ifit3b	0.637021716649431	0.197490706319703	0.398969662278191	0.351798561151079	0.12914798206278
chr19_34617049_34640743	chr19	34617049	34640743	Ifit1bl2	0.807662438519286	0.822203196347032	0.730627808797494	0.716551040634291	0.424736578023081
chr19_34640871_34650009	chr19	34640871	34650009	Ifit1	0.525023607176582	0.946863763483819	0.452318460192476	0.357875116495806	0.184054283290925
chr19_34668403_34747289	chr19	34668403	34747289	Slc16a12	0.540261682242991	0.75240655911837	0.454678042733173	0.42963236311638	0.259455037442578
chr19_34806940_34879455	chr19	34806940	34879455	Pank1	0.253250838926175	0.771607994958134	0.218692117719695	0.14211955710747	0.074529038979078
chr19_34922361_34975745	chr19	34922361	34975745	Kif20b	0.835938476928848	0.916594854117937	0.742089660596527	0.703179014437741	0.380184093494674
chr19_3584828_3686564	chr19	3584828	3686564	Lrp5	0.751173033190362	0.867160335772582	0.574520765529377	0.521342241573455	0.256060429982568
chr19_35958734_36057507	chr19	35958734	36057507	Htr7	0.660035478966042	0.698638994950117	0.582766585397151	0.571241683486581	0.354326923076923
chr19_36083716_36104777	chr19	36083716	36104777	Rpp30	0.765728800312622	0.82366031689514	0.636652542372881	0.547023484434735	0.251046673902931
chr19_36111961_36120099	chr19	36111961	36120099	Ankrd1	0.292320746711922	0.678220475254601	0.238448647354561	0.125585023400936	0.0689529368843488
chr19_36348309_36460970	chr19	36348309	36460970	Pcgf5	0.439377498572244	0.671679510002863	0.332115931825516	0.249033880154579	0.123493662996052
chr19_36554639_36621135	chr19	36554639	36621135	Hectd2	0.700495633703092	0.75159523689896	0.651102604194749	0.599325153374233	0.365312616997379
chr19_36731731_36736653	chr19	36731731	36736653	Ppp1r3c	0.356676557863501	0.748334566987417	0.208534850640114	0.144004430905566	0.073782587309395
chr19_36834232_36893477	chr19	36834232	36893477	Tnks2	0.717712497827221	0.711388202906765	0.539974511469839	0.520482245786949	0.26557911908646
chr19_36917550_36919615	chr19	36917550	36919615	Fgfbp3	0.00429316160686906	0.00820995962314939	0.00710613849410342	0.00793650793650794	0.0145438519171441
chr19_36926079_37012752	chr19	36926079	37012752	Btaf1	0.674263030213923	0.771851378686256	0.556634661369238	0.49331550802139	0.26718137684974
chr19_37021291_37208601	chr19	37021291	37208601	Cpeb3	0.739534775312325	0.755826315475124	0.62879121448367	0.583913993032084	0.249344138051653
chr19_3708293_3717881	chr19	3708293	3717881	1810055G02Rik	0.745622119815668	0.771411952886433	0.483493659816353	0.445027426663487	0.205460273013651
chr19_37207543_37222151	chr19	37207543	37222151	Marchf5	0.466404987300854	0.511778290993072	0.301393527582633	0.253603294440631	0.0977000919963201
chr19_37268743_37337852	chr19	37268743	37337852	Ide	0.898732065398732	0.960010109803701	0.734789874357863	0.679402580569139	0.30663587247907
chr19_37376403_37421859	chr19	37376403	37421859	Kif11	0.784770363951473	0.86827405380757	0.614997789566755	0.535321559480173	0.232366771159875
chr19_37434810_37440731	chr19	37434810	37440731	Hhex	0.103719839142091	0.149229128284689	0.0886930433152072	0.0547164149244773	0.0381139489194499
chr19_37520879_37684059	chr19	37520879	37684059	Exoc6	0.700656662754987	0.830913161482371	0.585143591004727	0.534572411806619	0.263881718875834
chr19_3767421_3818303	chr19	3767421	3818303	Kmt5b	0.551145315719307	0.5732719753739	0.40589068625836	0.440150275256658	0.202077838187005
chr19_37685581_37693398	chr19	37685581	37693398	Cyp26c1	0.32238849338951	0.119971311208189	0.261435278336687	0.226418622043564	0.128734216199569
chr19_37697798_37701536	chr19	37697798	37701536	Cyp26a1	0.0285586791610888	0.0848704311417902	0.0438432835820896	0.01995430312262	0.0166184971098266
chr19_37899036_38043577	chr19	37899036	38043577	Myof	0.733792422288677	0.905086471428369	0.579153533066071	0.515952789549259	0.27863769926656
chr19_38055011_38074423	chr19	38055011	38074423	Cep55	0.660554038236442	0.774554853532453	0.518275432839199	0.442843927580283	0.173707274320771
chr19_38097071_38114263	chr19	38097071	38114263	Ffar4	0.250104297037964	0.490106370810934	0.16672760511883	0.0918538384177003	0.0363133040221462
chr19_38116629_38125281	chr19	38116629	38125281	Rbp4	0.25574786876776	0.370390023879013	0.151422494017549	0.0869883040935673	0.0421747967479675
chr19_38132781_38183958	chr19	38132781	38183958	Pde6c	0.503264532434709	0.907142857142857	0.371213630928657	0.284157494113137	0.133198789101917
chr19_38188481_38224156	chr19	38188481	38224156	Fra10ac1	0.745569802622101	0.91307786957286	0.611022871664549	0.550841074566909	0.292998292266406
chr19_38264536_38312214	chr19	38264536	38312214	Lgi1	0.381049155341039	0.824680943110534	0.32687981053878	0.230391848543934	0.129079754601227
chr19_38395980_38405610	chr19	38395980	38405610	Slc35g1	0.510506003430532	0.460485317722595	0.333062078586375	0.327051252585613	0.196117561683599
chr19_38481109_38785030	chr19	38481109	38785030	Plce1	0.45521226506868	0.847148993932973	0.360735354643984	0.279553432933301	0.151882278837262
chr19_3851773_3894369	chr19	3851773	3894369	Chka	0.579074690051406	0.766907898162128	0.393997415154851	0.366413373860182	0.168686618847391
chr19_38788128_38819237	chr19	38788128	38819237	Noc3l	0.840525570011593	0.829628625643806	0.626924428822496	0.547851977881752	0.261668107173725
chr19_38836579_38919923	chr19	38836579	38919923	Tbc1d12	0.487669580946639	0.677632854254936	0.444930317425363	0.37482808252039	0.192299533305049
chr19_38930915_38971051	chr19	38930915	38971051	Hells	0.644541343669251	0.592301649646504	0.55085644990147	0.551865855663324	0.344638069705094
chr19_3896050_3907133	chr19	3896050	3907133	Tcirg1	0.362206629566901	0.490683229813665	0.18582944420874	0.101897184822521	0.0293722725746895
chr19_39007019_39042693	chr19	39007019	39042693	Cyp2c55	0.427633542226201	0.913421052631579	0.458945217724429	0.389916209188096	0.251481103166496
chr19_39061015_39093944	chr19	39061015	39093944	Cyp2c65	0.472944849115505	0.935483870967742	0.539831528279182	0.5297670405522	0.316778999645264
chr19_3908863_3912774	chr19	3908863	3912774	Ndufs8	0.499326448136507	0.735446313065977	0.386187167960768	0.288476411446249	0.194426441996111
chr19_39113898_39187072	chr19	39113898	39187072	Cyp2c66	0.533832575554961	0.703425920040679	0.518062397372742	0.499393479909022	0.326685327735013
chr19_3913491_3929808	chr19	3913491	3929808	Aldh3b1	0.653674235651707	0.938843377402871	0.483621641516378	0.334054054054054	0.132338165638008
chr19_39269405_39330713	chr19	39269405	39330713	Cyp2c29	0.839028523016097	0.764405663483701	0.741121221015556	0.712862894681077	0.395989369412902
chr19_3935186_3949340	chr19	3935186	3949340	Unc93b1	0.319007532122286	0.354613935969868	0.2114457185725	0.131857951621204	0.0648848545974113
chr19_39389556_39463075	chr19	39389556	39463075	Cyp2c38	0.552	0.761861313868613	0.496235359732292	0.507347670250896	0.299834801762115
chr19_39510862_39568529	chr19	39510862	39568529	Cyp2c39	0.575304347826087	0.796232027764006	0.547812455465299	0.534404167571087	0.318250758341759
chr19_3958645_3972103	chr19	3958645	3972103	Aldh3b3	0.343546889507892	0.946686784861059	0.256873989119247	0.138972396829735	0.0467479674796748
chr19_39608842_39649051	chr19	39608842	39649051	Cyp2c67	0.724186704384724	0.738385964912281	0.721804511278195	0.717299578059072	0.474219489120151
chr19_39688834_39741054	chr19	39688834	39741054	Cyp2c68	0.569793205317578	0.853496681980602	0.560760732764648	0.540545661235316	0.319843072475738
chr19_3972328_3981646	chr19	3972328	3981646	Aldh3b2	0.303667481662592	0.945215225898257	0.263547386010981	0.134093500570125	0.0715843023255814
chr19_39767071_39812814	chr19	39767071	39812814	Cyp2c40	0.475668265935572	0.8055650979045	0.466275659824047	0.439077936333699	0.25895087427144
chr19_39842814_39886799	chr19	39842814	39886799	Cyp2c69	0.800167224080268	0.833265555103701	0.747314789314238	0.700357613401092	0.404713346929526
chr19_3986570_3990007	chr19	3986570	3990007	Acy3	0.435921421889616	0.887603305785124	0.390749601275917	0.232675539238183	0.12289685442575
chr19_3992752_3999512	chr19	3992752	3999512	Tbx10	0.350104821802935	0.951329090228379	0.274089935760171	0.111926605504587	0.03905540417802
chr19_39992424_40012243	chr19	39992424	40012243	Cyp2c37	0.632	0.881570408825438	0.547304534094966	0.507805724197745	0.297914597815293
chr19_4000580_4002103	chr19	4000580	4002103	Nudt8	0.0671378091872792	0.101810865191147	0.0440188172043011	0.0329067641681901	0.0267321331151118
chr19_4000626_4005816	chr19	4000626	4005816	Gm49405	0.505797555625196	0.613903913458479	0.421883312644086	0.35944170771757	0.207883211678832
chr19_4003313_4007005	chr19	4003313	4007005	Doc2g	0.886686991869919	0.949528301886792	0.761836441893831	0.676578947368421	0.409440738840431
chr19_40037940_40073827	chr19	40037940	40073827	Cyp2c54	0.596667823672336	0.815257469802924	0.621227011090833	0.604074402125775	0.408084037451473
chr19_4007384_4012806	chr19	4007384	4012806	Ndufv1	0.580928923293455	0.569529085872576	0.344649840028439	0.310263335584065	0.134113411341134
chr19_40089688_40113950	chr19	40089688	40113950	Cyp2c50	0.492720655141037	0.801839785358375	0.420302760463045	0.392152023692004	0.245230769230769
chr19_40153353_40187333	chr19	40153353	40187333	Cyp2c70	0.420483231157591	0.851957198970608	0.392620624408704	0.324713202411044	0.191831971995333
chr19_40221173_40271842	chr19	40221173	40271842	Pdlim1	0.65544716657979	0.662183192530013	0.470800792633174	0.478707912272186	0.22612594525865
chr19_40294753_40513779	chr19	40294753	40513779	Sorbs1	0.848631429919773	0.900438364967524	0.671779408847451	0.621898965409837	0.280989165453844
chr19_4035407_4037985	chr19	4035407	4037985	Gstp1	0.478991596638655	0.332970620239391	0.281317494600432	0.250417362270451	0.109294320137694
chr19_4040285_4046023	chr19	4040285	4046023	Gstp2	0.478527607361963	0.499420289855072	0.217091660923501	0.0876427132303559	0.0423770092547491
chr19_40550257_40588463	chr19	40550257	40588463	Aldh18a1	0.643582166259797	0.891129164885044	0.526158606793322	0.441011994292105	0.178999881221048
chr19_4057477_4059569	chr19	4057477	4059569	Gstp3	0.33668903803132	0.947236180904523	0.25267094017094	0.11828540423223	0.0424746075715605
chr19_40596446_40612233	chr19	40596446	40612233	Tctn3	0.759887936717205	0.838023764853033	0.574379382224749	0.545787908820614	0.25524666121559
chr19_40612366_40741602	chr19	40612366	40741602	Entpd1	0.701574044330228	0.90625345352931	0.536287666007837	0.479042593290614	0.205754072517078
chr19_40748753_40827743	chr19	40748753	40827743	Cc2d2b	0.778548686023856	0.860687457318461	0.656211911920045	0.616980236215799	0.321470473210794
chr19_4081578_4087340	chr19	4081578	4087340	Cabp2	0.40360824742268	0.792602633617351	0.246973365617433	0.116582186821144	0.0565902578796562
chr19_40831279_40848572	chr19	40831279	40848572	Ccnj	0.683802529579763	0.659155807071284	0.504759011745646	0.471214438666259	0.253367088607595
chr19_40894705_40917947	chr19	40894705	40917947	Zfp518a	0.430462038541909	0.478876237096946	0.40501070124638	0.403480818727785	0.287077997671711
chr19_40928927_40994535	chr19	40928927	40994535	Blnk	0.393502077823952	0.847583308315821	0.292434210526316	0.189453767686739	0.0802873923704168
chr19_4097182_4099019	chr19	4097182	4099019	Cdk2ap2	0.0943396226415094	0.36867676478994	0.06888662938485	0.0432304038004751	0.0224873795318954
chr19_4099998_4113965	chr19	4099998	4113965	Pitpnm1	0.520192832454066	0.66969251757792	0.363262691506966	0.269613598080751	0.152849264705882
chr19_41029275_41059525	chr19	41029275	41059525	Dntt	0.440200852099817	0.821386748844376	0.30371493555724	0.20997920997921	0.0989233557190065
chr19_41061710_41077113	chr19	41061710	41077113	Opalin	0.594541910331384	0.764344499826127	0.514546965918537	0.442083618917066	0.252827435242612
chr19_41082753_41206835	chr19	41082753	41206835	Tll2	0.396146038825514	0.894725391607039	0.314926288214475	0.222823121609911	0.123092251256737
chr19_4114446_4125858	chr19	4114446	4125858	Aip	0.514786169244768	0.571268111872403	0.412708438605356	0.316409124356144	0.161895910780669
chr19_41210844_41263997	chr19	41210844	41263997	Tm9sf3	0.757933366913722	0.700163514858524	0.603817729416571	0.539205155746509	0.315317590604874
chr19_4125934_4132307	chr19	4125934	4132307	Tmem134	0.428891377379619	0.493184634448575	0.308565531475748	0.282435597189696	0.154539600772698
chr19_41272377_41385102	chr19	41272377	41385102	Pik3ap1	0.350063026603861	0.868166421312905	0.27758988061014	0.180696419813634	0.0836689488521949
chr19_4135423_4144033	chr19	4135423	4144033	Cabp4	0.820542748759848	0.957055214723926	0.61282329255072	0.513359683794466	0.241058856660096
chr19_4139787_4145740	chr19	4139787	4145740	Gpr152	0.751362683438155	0.947436561367167	0.500850701829009	0.39454094292804	0.158801498127341
chr19_41482637_41586536	chr19	41482637	41586536	Lcor	0.760802304491625	0.792628334003485	0.653104925053533	0.595333449416681	0.290497534737786
chr19_4148619_4154035	chr19	4148619	4154035	Coro1b	0.709096858638743	0.715868180559402	0.529661016949153	0.442450965485784	0.263230811859241
chr19_4153604_4156751	chr19	4153604	4156751	Ptprcap	0.83641975308642	0.954762780433983	0.615554573574901	0.58604247941049	0.290018832391714
chr19_4153991_4163354	chr19	4153991	4163354	Rps6kb2	0.775709219858156	0.691937950622679	0.549283379431732	0.443434227183796	0.246633320507888
chr19_41600257_41743665	chr19	41600257	41743665	Slit1	0.376229865041358	0.872424768518518	0.307929865392577	0.222899258495934	0.113463843387934
chr19_4164324_4175479	chr19	4164324	4175479	Carns1	0.214428457234213	0.785121602288984	0.124135164945352	0.0608199837089329	0.0188146754468485
