gene	Oocyte	Sperm	Zygote	Two-cell	Four-cell	Eight-cell	Morula	Blast
Robo2	0.476478673406048	0.836806514553505	0.2729503973	0.2597498227	0.3257365852	0.3228804344	0.2879926372	0.1770267726
Lipi	0.432117224880383	0.874647092038396	0.2915829728	0.2940210828	0.3610117165	0.3652956595	0.3220253341	0.1588343548
Rbm11	0.302271852137081	0.512619421075146	0.1883961818	0.1602651976	0.1411171881	0.172565489	0.1710182976	0.093505305
Hspa13	0.557105698746749	0.676608579088472	0.3857509711	0.1671591525	0.4173378472	0.3780099957	0.289834219	0.1219391915
Samsn1	0.437071973123142	0.936332877030762	0.2629137869	0.2716647964	0.3446828634	0.3339891915	0.2804500699	0.1746124988
Nrip1	0.692533712730422	0.640042016202138	0.4310561301	0.195048369	0.3882409609	0.365394907	0.3238313912	0.1307774011
Usp25	0.407302938612237	0.758593886632596	0.2363861585	0.1654622358	0.2187568693	0.1981225226	0.1636735117	0.09582254644
Gm11146	0.265279583875163	0.576206402293359	0.2024900447	0.1126525974	0.1885257235	0.2279124449	0.1876102211	0.1581226205
Cxadr	0.71548930654569	0.816671468356862	0.3938422631	0.222227483	0.3673288511	0.3298413195	0.309153886	0.1247121495
Btg3	0.552734778121775	0.673432130584192	0.3395509498	0.1550519543	0.3116748774	0.2722847687	0.2946662643	0.1203089604
D16Ertd472e	0.453153067977687	0.827888967661013	0.250418515	0.1614321816	0.1856428572	0.2183142268	0.1511873849	0.07759763074
Chodl	0.2796	0.53507871321013	0.1645869011	0.1675669843	0.1743086707	0.17146772	0.158100177	0.07658225862
Tmprss15	0.405196350654502	0.775420049084387	0.2776355997	0.2257516552	0.2933540977	0.2989090213	0.2453680042	0.1601216725
Ncam2	0.433592382552685	0.779696123368033	0.2469074998	0.2713862736	0.3133407931	0.3013096761	0.2611509857	0.1773942512
Gm21833	0.555555555555556	0.95	0.2537815714	0.2144927667	0.2844135556	0.2103174444	0.08928566667	0.1797115
Tmem114	0.485312543505499	0.653990309900357	0.2048169714	0.1406434173	0.1623754751	0.1624043037	0.1618358021	0.08143103946
A730009L09Rik	0.38962472406181	0.449134948096886	0.1896153638	0.3364715294	0.1830169423	0.1422303056	0.1496149373	0.139048471
Mettl22	0.772557792692021	0.861996312878588	0.3019114366	0.1191511593	0.2478248143	0.2786982166	0.2434303322	0.1031458821
Mrpl39	0.634356404635139	0.634441329595515	0.3099289151	0.1284063778	0.330953975	0.2982782626	0.2390771978	0.09785922
Jam2	0.643080776455855	0.679768089752278	0.3849797843	0.1566250271	0.2952299962	0.2706591917	0.25713763	0.1025821997
Atp5j	0.29033889731917	0.339080459770115	0.1478680353	0.07898581504	0.09259200231	0.06651487111	0.08243390611	0.03468413398
Gabpa	0.676936243046641	0.587612025959119	0.3447523707	0.1447042118	0.2896616327	0.2449776157	0.2429746724	0.1008266931
App	0.395541840763599	0.877522828377429	0.1876853641	0.1528250451	0.1757531739	0.1606477663	0.1507747535	0.08683875391
Abat	0.693815346446925	0.83995016331616	0.2730051988	0.1500972394	0.2329028796	0.2100954641	0.2070498298	0.09656150603
Cyyr1	0.440787975404236	0.848818387827776	0.2239307548	0.2327961326	0.3059481901	0.2802937866	0.2589244271	0.1376565785
Adamts1	0.117627457514162	0.312187115305704	0.06558362202	0.06175088397	0.09065969777	0.09606829409	0.1048865234	0.04821985786
Adamts5	0.268995098039216	0.5	0.1638821439	0.1339761998	0.2329956753	0.2087545941	0.1781091336	0.1226641322
Tmem186	0.462788061956932	0.363925640596215	0.1528323951	0.1119992269	0.1628745683	0.1692637894	0.13487195	0.04326231014
Pmm2	0.665002219263205	0.813706672688269	0.2897763933	0.1492458814	0.2386813619	0.2029171864	0.1894675669	0.07098308426
Carhsp1	0.505334281650071	0.683202785030461	0.2200506574	0.1016372752	0.1899412641	0.2245723864	0.1953020872	0.06399052333
Gm5767	0.897091722595078	0.96232508073197	0.3593374967	0.1624263857	0.3171990969	0.3013567677	0.29122867	0.1536122545
Usp7	0.606807809330629	0.697026450757794	0.2569296519	0.1417986051	0.1867068581	0.1914151463	0.1622772393	0.06665370936
N6amt1	0.716891797799749	0.712588563658484	0.3465470945	0.1705789853	0.2779251402	0.3138422362	0.2309979652	0.1257872317
Ltn1	0.822176642426503	0.91039028847409	0.4064613218	0.222768315	0.3608355651	0.3272957275	0.2779672665	0.1231323746
Rwdd2b	0.639012208657048	0.349727559506739	0.2349169432	0.1150575821	0.2757257617	0.2036173258	0.1675393542	0.06741920319
Usp16	0.636314828734028	0.762744370205395	0.3299060855	0.1693517503	0.2909347054	0.2790154595	0.2331752694	0.1142656389
Cct8	0.580246913580247	0.627983841351451	0.2607033791	0.2198850935	0.268039774	0.1569929694	0.1739111832	0.07747447793
Map3k7cl	0.849856647049947	0.75011962162759	0.4342996302	0.217965938	0.3740659395	0.3367469102	0.3177345722	0.1609920917
Bach1	0.695828367103695	0.707391369269822	0.3110849932	0.1701562	0.2733452475	0.2398489173	0.2405030441	0.08712611238
Grik1	0.681562692406999	0.888146957019433	0.4031671055	0.2738235584	0.425820165	0.3986606709	0.3495740248	0.1705348709
1810013L24Rik	0.364833641404806	0.515114349614025	0.2607846681	0.1221569031	0.1945983314	0.1832260513	0.1469870192	0.05224347423
Cldn17	0.467741935483871	0.0224867724867725	0.03361242105	0.014583335	0.01727981304	0.0559006087	0.0013369	0.03955076429
Cldn8	0.546576879910213	0.0831653225806452	0	0.002083335	0.08	0.0274305625	0.03670167568	0.01147533158
Krtap24-1	0.392424242424242	0.29225645295587	0.1024478095	0.1726316727	0.02022790417	0.03111112	0.03157894737	0.1541241429
2310079G19Rik	0.543981481481482	0.0834724540901502	0	0.04166666667	0.0892856875	0	0.010582	0.02720658571
Krtap26-1	0.213836477987421	0.0923379174852652	0	0.0516864875	0.06810223529	0.002673794118	0.0083333375	0.03174606667
2310061N02Rik	0.464831804281346	0.62012987012987	0.1006132917	0.1744550111	0.5343356	0.0635152	0.2700782167	0.04468866667
Krtap13-1	0.513513513513513	0.872340425531915	0.41666675	0.0666667	0.032291675	0.3875	0.3	0.124951
Krtap13	0.409937888198758	0.144827586206897	0.1901847778	0.1794259286	0.1016214091	0.1805216273	0.1013616333	0.0757456875
2310034C09Rik	0.347826086956522	0.516129032258065	0.04741184	0.09854431667	0.16229193	0.1749212222	0.03531746	0.06313345
2310057N15Rik	0.431034482758621	0.327510917030568	0.05310455556	0.1223665167	0.1697409778	0.226907375	0.24230205	0.1381709667
Gm5965	0.358288770053476	0.209503239740821	0.091575	0.0773707	0.163854	0.3912038333	0.2143791667	0.20170455
Gm20741	0.643835616438356	0.84	0.525	0.0297619	0.5889725333	0.58571425	0.64086675	0.04863713333
Krtap14	0.74	0.767579570688379	0.5911563227	0.3331416364	0.5496380515	0.5181929324	0.4741047833	0.3320471667
Krtap15	0.737546468401487	0.579664978574211	0.523134581	0.3820199591	0.5025514135	0.4546597038	0.344197664	0.2887859261
Krtap19-1	0.421985815602837	0.851239669421488	0.4752263333	0.145254775	0.2937242222	0.14418	0.140873	0.19722215
Krtap19-2	0.645484949832776	0.394495412844037	0	0.178571	0	0.017857125	0.09375	0.03645825
Krtap19-3	0.396694214876033	0.88695652173913	0.258333375	0.14913075	0.4934745	0.215544875	0.33125	0
Krtap19-4	0.232558139534884	0.962962962962963	0.15	0.0681818	0.099893	0.15	0.2993407	0.1880953333
Krtap19-5	0.487309644670051	0.897029702970297	0.4604168	0.5835498	0.0796614	0.2212266875	0.1256613333	0.2998396667
Krtap19-9b	0.333333333333333	0.988235294117647	0	0	0	0.138889	0.2666666667	0.642857
Krtap16-3	0.638059701492537	0.639160839160839	0.494971	0.05443191111	0.23169566	0.478063	0.5277472	0.1583335
Krtap22-2	0.626016260162602	0.408945686900958	0.25	0.0847892	0.06722685714	0.1333333333	0	0
Gm10229	0.606060606060606	0.913385826771654	0.188889	0.2064327667	0.4333335	0.5006579	0.4166666667	0.201818
Krtap6-1	0.531645569620253	0.592592592592593	0.3483334	0.333333	0.7727273333	0.3392856667	0.1967032429	0.15218285
Gm10228	0.636363636363636	0.474025974025974	0.65	0.2263158	0.6251624	0.5432986	0.4582633	0.13219695
Krtap6-5	0.682926829268293	0.582491582491583	0.4666668	0.2354495333	0.3378726	0.5178572	0.3633334	0.4
1110025L11Rik	0.666666666666667	0.739393939393939	0.2998348	0.3002749	0.2	0.489677	0.2895603857	0.0357143
Krtap6-3	0.357142857142857	0.932075471698113	0.4333334	0.361111	0.28593086	0.14705672	0.8357142	0.0669643
Gm6358	0.852941176470588	0.778625954198473	0.5	0.18131855	0.7666666667	0.28125	0.2364672	0.08832773333
Gm9789	0.73134328358209	0.838709677419355	0.4761905	0.53225805	0.30113625	0.2748017	1	0.2969136
Krtap21-1	0.461038961038961	0.990909090909091	0.131547625	0.03879833333	0.2412988625	0.456876575	0.1058612	0.05782315
Krtap6-2	0.487179487179487	0.987421383647799	0.1890755	0.203889	0.272488	0.1719048	0.45041352	0.0789473
Krtap8-1	0.577319587628866	0.915966386554622	0.0565476	0.152174	0.02777776667	0.0086207	0.175	0
Krtap7-1	0.505102040816326	0.762536873156342	0.01680671429	0.0491896	0.1555743	0.09249903	0.14238087	0.0711805
Krtap11-1	0.39344262295082	0.0359094457455113	0.06205381818	0.0876666	0.1081611682	0.0722222381	0.05762986364	0.05685698182
Tiam1	0.823083221723593	0.857871241279191	0.3555390617	0.1797277867	0.3207830318	0.3138887614	0.2852017812	0.1317515774
Sod1	0.188368336025848	0.211581920903955	0.09096031217	0.06594106829	0.1013498143	0.04983663879	0.08342796033	0.03316366582
Scaf4	0.635497887030534	0.67612981692485	0.3181368886	0.1584671765	0.2945167289	0.2606933341	0.2394078721	0.09885720504
Hunk	0.383571601647686	0.792639722362808	0.1390007647	0.105603383	0.09247262219	0.08583047822	0.07092678494	0.04692146186
Mis18a	0.536475869809203	0.717896174863388	0.2701441393	0.125285516	0.248965826	0.2612101558	0.2501737027	0.07777473448
Mrap	0.576149425287356	0.87320341047503	0.217611457	0.1410151253	0.1860409415	0.204202618	0.1756677719	0.07534340179
Urb1	0.835747917421224	0.906667757952747	0.3529672021	0.1521228826	0.2950618083	0.3151231382	0.2770226343	0.1297262792
Eva1c	0.3055356465281	0.717571719267446	0.1266084583	0.09395088497	0.08555146087	0.07015543315	0.06942397822	0.04710349984
Cfap298	0.586225971511548	0.902477125641598	0.2650933813	0.09147899032	0.2102528943	0.1761895996	0.1786747252	0.09628969005
Synj1	0.78107302533532	0.807765151515151	0.4272027944	0.2252797676	0.3739638866	0.3796999736	0.3091353883	0.1291371055
Paxbp1	0.635461689587426	0.599169578206491	0.3551433896	0.1621653638	0.3012677335	0.3188326392	0.2902368268	0.1144381667
4932438H23Rik	0.368858989112154	0.749684496650811	0.1516182486	0.09731139586	0.09777111876	0.08634044964	0.07804799114	0.05632658433
Olig2	0.0165450121654501	0.00571867531580744	0.02414221722	0.05708182416	0.034270414	0.06180181914	0.06405006796	0.04030290113
Olig1	0.00831647561249719	0.00375156315131305	0.009583963804	0.009030348438	0.01292133272	0.01108203354	0.006976470732	0.01043032068
Ifnar2	0.289107029765674	0.742011013311365	0.1276251509	0.08360625021	0.07075086358	0.0600856976	0.04879641092	0.04053093895
Gm21970	0.506095395904841	0.664869538680637	0.2274015704	0.09784987914	0.1839774574	0.1570696388	0.1454660349	0.08411625901
Il10rb	0.710287741426882	0.693965248801146	0.3197097416	0.1276777439	0.2905624806	0.2514187442	0.2310232828	0.118266127
Ifnar1	0.78238630045591	0.788059067247424	0.335584406	0.1584914029	0.2292612245	0.2080877302	0.1605774823	0.09499714149
Ifngr2	0.279721150255197	0.623637672218795	0.100679604	0.06076225887	0.02425956881	0.03523963664	0.02693313194	0.02259604227
Tmem50b	0.536216425870261	0.656084867894315	0.2279401448	0.117977145	0.1278217701	0.138752167	0.1470758319	0.05108761715
Dnajc28	0.548190476190476	0.638865151256195	0.2297529857	0.1471512843	0.1576643099	0.2268992141	0.119080178	0.07485680909
Gart	0.76405791019723	0.888398810134373	0.3697882451	0.192324201	0.308486122	0.2556202337	0.2280706745	0.09722358217
Son	0.685597293929144	0.662813186813187	0.4090284123	0.2206325912	0.3459026475	0.299243047	0.2805669757	0.1216199008
Donson	0.553321145642901	0.55092363923738	0.3091242399	0.1081516	0.2378155937	0.2039564319	0.260268023	0.09341423805
Cryzl1	0.812688821752266	0.860553239863585	0.3807048044	0.2127706259	0.3439896095	0.317339018	0.2976338056	0.1218383031
Itsn1	0.712167300380228	0.841760086985844	0.3200572208	0.1582193059	0.2414064893	0.2237031921	0.220617228	0.1071214103
Mrps6	0.701042152745373	0.780461578809337	0.389079482	0.1803709302	0.3028656755	0.2827646799	0.2840996812	0.1090828199
Gm49711	0.746080120136036	0.789979379145071	0.3601744951	0.1754558468	0.2992337326	0.2996025486	0.2750211929	0.1119385042
Slc5a3	0.611743450767841	0.695523069894929	0.3391087514	0.1605671573	0.2874499302	0.2744812167	0.267283016	0.1062565386
Kcne2	0.861241217798595	0.958451782199869	0.4350330054	0.2170658233	0.3446021629	0.4470044108	0.24899575	0.1100997818
Smim11	0.409931325937665	0.723780700733326	0.2330335783	0.137684119	0.21289112	0.1631054705	0.1751553288	0.08482167882
Fam243	0.435941530524506	0.91119971003987	0.2137971145	0.1607902212	0.1401396109	0.1373900873	0.1183845836	0.08497281176
Kcne1	0.352163679159877	0.727859135285914	0.09864503907	0.05704300625	0.04699798349	0.04036291096	0.04684868111	0.02392572194
Rcan1	0.728146406297925	0.821851694969643	0.2696135825	0.1397149341	0.2318152107	0.2105148397	0.2042178419	0.09149219716
Clic6	0.349778956675508	0.851821817063281	0.1297536582	0.1255245116	0.1148411496	0.1122749691	0.09756985693	0.07322765809
Runx1	0.317709790982339	0.798645309143565	0.1540477219	0.1213275651	0.1539128736	0.1472837247	0.1230650867	0.07701202427
Setd4	0.602938649252449	0.807191152106748	0.2418773679	0.1097363312	0.1622140541	0.1697338866	0.1671610197	0.06272404029
Cbr1	0.367113760556384	0.307329261521377	0.1063210099	0.04252992083	0.08826114231	0.05664358148	0.05031562469	0.02267812778
Gm5678	0.478260869565217	0.741433021806854	0.08101852	0.114811	0.005747137931	0.0423265	0.02892156667	0.06583528571
Cbr3	0.301136363636364	0.251395848246242	0.07330754036	0.03685891293	0.0657194881	0.06417654678	0.04838257515	0.02582128934
Dop1b	0.838801254607477	0.898687684125952	0.3018554415	0.1521379403	0.2842660433	0.2470798681	0.2559684664	0.1175172288
Morc3	0.657540787902905	0.690414924412995	0.3380355663	0.1675026257	0.3023953132	0.2622202171	0.2704524348	0.09592615531
Chaf1b	0.680549498473615	0.687061822817081	0.2881097892	0.1982220851	0.2344760785	0.2252157404	0.1779759177	0.09785558755
Cldn14	0.526976867501823	0.730522037742982	0.1978645015	0.1146945681	0.1487149263	0.1408954177	0.1166723593	0.07340580891
Sim2	0.15259287739703	0.416821310984735	0.08250372552	0.05522768261	0.07681109892	0.059058597	0.05074038103	0.03581455583
Hlcs	0.722897242610593	0.864085604591934	0.3224626001	0.1501879178	0.2833593278	0.2496828848	0.2318438348	0.1081779199
Ripply3	0.293376173999011	0.459828338258055	0.1199399849	0.04807732683	0.06490874552	0.04665365071	0.08172585664	0.0239767631
Pigp	0.332132918644623	0.33215892053973	0.1724899331	0.05347268994	0.1544516071	0.1232013342	0.09934518609	0.04797279378
Ttc3	0.759545539206556	0.818236850365454	0.4266158701	0.1829583856	0.3549077617	0.323399387	0.2973990905	0.1259636496
Vps26c	0.647827582253812	0.663669715289619	0.3181562211	0.147900352	0.2113530132	0.2006981478	0.2035374636	0.1131023177
Dyrk1a	0.707382328654005	0.783474991827395	0.4128749803	0.2115175452	0.3383339175	0.3254524536	0.296394662	0.1200885336
Kcnj6	0.491495258935084	0.806326186756891	0.2296564035	0.1530554836	0.2260207889	0.204695299	0.2074955325	0.09749464521
Kcnj15	0.48392466964936	0.938865870501259	0.2082782888	0.1837335974	0.2064952209	0.1818821873	0.1592462139	0.1022050546
Erg	0.716311530180414	0.899558465516459	0.3414933543	0.1907618039	0.3403616812	0.3282805694	0.2871180418	0.1359928652
Grin2a	0.440886162660356	0.858463005621184	0.2483686552	0.2005194573	0.2712518895	0.271588247	0.226373327	0.1205965112
Ets2	0.660380952380952	0.648117076808352	0.3334451103	0.1031271562	0.3015194396	0.2934129883	0.2273493407	0.08371254689
Psmg1	0.562553191489362	0.706352833638026	0.3170801532	0.14891044	0.1703506879	0.1335488811	0.1150311863	0.07180314082
Brwd1	0.747984591557126	0.796273550142671	0.3644155433	0.1729013773	0.2920364716	0.2992132535	0.2625312975	0.1131194847
Hmgn1	0.214400514304082	0.337576153176675	0.09433027972	0.05512324824	0.03887656824	0.03441804267	0.04037145986	0.01298174909
Get1	0.586659570693631	0.733605859308465	0.2672702873	0.1778143364	0.2409370265	0.2369791654	0.1808333844	0.1145969778
Lca5l	0.686288305190744	0.584577309868007	0.3222425177	0.1495236679	0.2750334184	0.2501754076	0.2402229916	0.1087055725
Sh3bgr	0.377993426201283	0.816578195181707	0.1894180896	0.146030389	0.1621865506	0.11315433	0.143448955	0.06746247659
B3galt5	0.380137177270953	0.737765131919296	0.1576580329	0.1298021858	0.1404376462	0.1064472259	0.1347168788	0.06813508753
Igsf5	0.499550314779654	0.82636884759834	0.2803681351	0.1952047411	0.2603157998	0.2755198522	0.264595069	0.1158460858
Gm49948	0.473000757493778	0.872358335917771	0.2414866806	0.1895303386	0.2409588778	0.2497553389	0.2362793156	0.1089970116
Itgb2l	0.566497190259566	0.892832995267072	0.2020237822	0.1650884856	0.2408993544	0.3363152988	0.1954569901	0.08814474685
Pcp4	0.407120896558564	0.911969678444798	0.1837811282	0.1871215066	0.2173417869	0.1938634669	0.1973521898	0.1052414424
Dscam	0.779321259011781	0.860725884564982	0.4506631267	0.2615815288	0.4556049666	0.4304316185	0.3996670425	0.1793420272
Bace2	0.682171680117388	0.776633277910702	0.4107725532	0.2372095166	0.3753615643	0.371462515	0.2964656289	0.1406500245
Fam3b	0.905023835716905	0.886647816525291	0.4020268748	0.2343119419	0.4556940432	0.3451358235	0.3617006144	0.1673065373
Tmprss2	0.558398873107172	0.845847261506814	0.3232651765	0.1729096558	0.3263142555	0.3220204251	0.2779462074	0.1156294693
Ripk4	0.575557608552197	0.721746484829263	0.2650477844	0.105656888	0.2470962954	0.1894530371	0.2118285073	0.08309753966
Prdm15	0.75520931105688	0.818759989344699	0.3612088385	0.1756897399	0.2941563212	0.2833858467	0.2738467144	0.09766851594
C2cd2	0.581777445855116	0.689063720244121	0.3050323539	0.1782345789	0.3127941053	0.2498126722	0.2508086405	0.100336836
Zbtb21	0.472858431018936	0.532764811490126	0.2208026146	0.1217036009	0.2184188615	0.1759653849	0.1979040428	0.07951235882
B230307C23Rik	0.665314885496183	0.821406347230865	0.3414839405	0.2314638239	0.3099710016	0.2738290478	0.2966726737	0.1443246123
A630089N07Rik	0.669925455212025	0.788363920343616	0.3968729601	0.2155770349	0.3336628784	0.3389746402	0.3307560849	0.1481882843
Qk	0.5246165697878	0.586240604038157	0.3160686629	0.1699464193	0.3358888982	0.3649030762	0.28404207	0.1109080745
Pacrg	0.835724443938791	0.93633888915421	0.4533295805	0.2553583293	0.4340209666	0.4098598615	0.3561381029	0.159040305
Prkn	0.784792916253546	0.90272217673364	0.4297603932	0.2535010534	0.4264372332	0.4133882732	0.3603285972	0.1691736121
Agpat4	0.561004109920219	0.835771617236865	0.2122875361	0.1315033372	0.1856635136	0.1534559263	0.1273719266	0.08465923806
Map3k4	0.825130499627144	0.87966010327413	0.3777293769	0.166407162	0.3344104075	0.3344526138	0.3026835654	0.1328591807
Plg	0.553189013035382	0.907190209077002	0.2513476308	0.1754718932	0.184802852	0.2345851097	0.1733490081	0.09620398729
Slc22a3	0.46721036219717	0.818959961330863	0.2319676232	0.1664086125	0.194392834	0.1759693636	0.1680696627	0.09247103421
Slc22a2	0.467880085653105	0.801145955901161	0.2023042028	0.1702028959	0.2232393596	0.2216114986	0.2355653158	0.1004618025
Slc22a1	0.420184439537602	0.794375661046476	0.2047617833	0.1564644253	0.154007579	0.1372134453	0.1151188645	0.06168812379
Igf2r	0.850586435492096	0.801366734593493	0.3438238262	0.1741349396	0.2990229462	0.2989682135	0.2517954339	0.1262399942
Mas1	0.461991341991342	0.81948782011243	0.1972703608	0.1388151361	0.130337523	0.1420951812	0.1187533887	0.07680257644
Mrgprh	0.445652173913043	0.962192816635161	0.366082497	0.12549361	0.2396633219	0.3071005879	0.3765540727	0.133474575
Pnldc1	0.771578445398188	0.826386054917507	0.3416929847	0.1343302267	0.2592604462	0.2053371601	0.2190527812	0.06980652647
Mrpl18	0.398131672597865	0.347969264544457	0.2247998652	0.08453143846	0.06836537938	0.082622475	0.09963561915	0.04044838571
Tcp1	0.395525629887055	0.335050124160765	0.1978122944	0.08923577679	0.1649550962	0.1856046279	0.1295458663	0.04616440439
Acat3	0.661124043897572	0.726841878500646	0.2977770123	0.1717426584	0.2179599541	0.212373328	0.1993996623	0.09526415688
Acat2	0.625979577297554	0.604011887072808	0.2846749804	0.1595499148	0.3142195057	0.2605507667	0.240983434	0.1105628269
Wtap	0.301577125272471	0.331931931931932	0.2152018579	0.1269456978	0.1741076413	0.1754354734	0.1422344824	0.06545133427
Sod2	0.392552959161389	0.516011455350169	0.264826772	0.1229461476	0.2147920786	0.2118423094	0.1946940105	0.06714954749
Gpr31b	0.404858299595142	0.911196911196911	0.2008049143	0.09084496	0.1923851952	0.1386992714	0.08852542381	0.07063016667
Tcp10b	0.380262249827467	0.950625950625951	0.2119302438	0.1715403832	0.2659158017	0.2711033137	0.2322969584	0.1095331258
Unc93a	0.48974358974359	0.957597173144876	0.1979458452	0.1527653762	0.1685370496	0.155165236	0.1683536548	0.09105928112
Smok2a	0.739985433357611	0.957905041605482	0.3204477816	0.1452756027	0.3158630531	0.3278793755	0.3390594898	0.1086677268
Smok2b	0.698940998487141	0.926966292134832	0.1915004509	0.1053053514	0.2790659966	0.2448987649	0.2558482035	0.056717015
Tcp10c	0.55463347164592	0.949421168687982	0.1939695169	0.1317282796	0.2444173737	0.2400433618	0.2618221984	0.1189388416
Tcte2	0.530632135895294	0.572938119054624	0.2664334924	0.1151864596	0.2314822616	0.2160204088	0.2113719507	0.09663209936
Afdn	0.667095566732951	0.78607143568597	0.4171124625	0.2135293022	0.3558119844	0.3380272885	0.3123736192	0.1363871609
Gm7168	0.472118959107807	0.964185393258427	0.2162045655	0.3712629773	0.3693715138	0.3486409724	0.2758418138	0.1406661222
Gm7356	0.440366972477064	0.947472745292369	0.2319579872	0.2805863857	0.2009403	0.2486219342	0.1922962564	0.1182806593
Gm7358	0.457983193277311	0.973397823458283	0.2396130677	0.22441527	0.1983058065	0.3028486161	0.1775222323	0.1490191053
Dact2	0.241502104240855	0.374726255170736	0.06608026269	0.04751996264	0.03442779658	0.04576814905	0.02586424612	0.02855185978
Smoc2	0.796493007366286	0.887994951885155	0.3657641006	0.1898470659	0.3872555736	0.3517187795	0.3058982928	0.1437597701
Thbs2	0.419845008357392	0.892286570144783	0.2453794644	0.1261210081	0.2572409599	0.2029606117	0.181351344	0.08672488158
Wdr27	0.778492686483936	0.809175027184506	0.4139267016	0.2195130714	0.3440301893	0.3389614534	0.3107860306	0.1486650101
1600012H06Rik	0.600174405929802	0.634594237959094	0.3810440216	0.2288098928	0.3250838636	0.2549361164	0.3075827017	0.1144319121
Phf10	0.512680056806655	0.575035780004089	0.3576617977	0.2199642414	0.2970175057	0.2444891592	0.3178911028	0.1148578481
Gm3417	0.556900726392252	0.820872274143302	0.3385423676	0.1537614152	0.2291152392	0.224101431	0.2379820194	0.08899685042
9030025P20Rik	0.882978723404255	0.934566145092461	0.2689410135	0.09600274828	0.1974815479	0.1686633363	0.1724152853	0.06254994153
Gm3448	0.68695652173913	0.959709911361805	0.2668657121	0.1201414402	0.2030153904	0.1677010074	0.189175044	0.08123808116
Gm3435	0.934782608695652	0.959076600209864	0.2909101194	0.1243561529	0.2084472007	0.1498194497	0.214991931	0.1020312997
Tcte3	0.439130434782609	0.957746478873239	0.3276369917	0.1377712327	0.2238576165	0.2559728092	0.2579009485	0.09999804412
Ermard	0.820663370416152	0.889047279638869	0.3287769471	0.1410885234	0.2755843651	0.2305481266	0.2181295439	0.1033365768
Dll1	0.190057712486884	0.295454545454545	0.07350604379	0.07032353684	0.05716708847	0.06977101592	0.05110950447	0.04060622969
Fam120b	0.853086130016428	0.898692411096175	0.3931714112	0.2008393338	0.3247173058	0.2730582705	0.2977592436	0.1451252451
Psmb1	0.551782682512733	0.607998454404946	0.3311445004	0.1789518561	0.3364063008	0.3156385175	0.2693268403	0.1183911329
Tbp	0.442961894458469	0.397998018872843	0.2629256862	0.1476683649	0.2120458906	0.1810688957	0.188479578	0.05959639208
Pdcd2	0.34544184421935	0.333135919455138	0.2455719102	0.1018909482	0.1754422832	0.1522103193	0.1543048129	0.03869837681
Prdm9	0.526161238654565	0.558801829718164	0.3212882849	0.1774196181	0.2378545653	0.2418048156	0.2407803048	0.1008502676
Chd1	0.747392881432782	0.726131171702284	0.4111274532	0.2228385161	0.3965276157	0.3791669335	0.3313947891	0.1429940357
Rgmb	0.364081960626758	0.392721813112176	0.1945724888	0.1183689181	0.1636289389	0.1534335085	0.1179386628	0.04082140594
Zfp960	0.614391143911439	0.865368682684341	0.5866641874	0.3445432325	0.3934910841	0.4361460276	0.4213200116	0.2044518644
Zfp97	0.919520547945205	0.886295180722892	0.5181449062	0.3543182672	0.491536736	0.3944726025	0.3569804435	0.1879819714
Riok2	0.788941902890822	0.780120481927711	0.502370898	0.3313081792	0.3168141165	0.431198599	0.3502507168	0.1609250366
Lix1	0.414873140857393	0.821841972823352	0.3229148964	0.231764445	0.2339591439	0.1996331114	0.1965381597	0.1149291801
Lnpep	0.655125321336761	0.67670906200318	0.4131218512	0.2538535836	0.4001830643	0.3680738385	0.3034778308	0.1618935303
Vmn2r90	0.883248730964467	0.704734809997968	0.5611984095	0.2436478795	0.5438410386	0.4472851832	0.4177250086	0.2166208293
Spaca6	0.0955917585050311	0.244969583528311	0.0693176427	0.06816668817	0.06028499358	0.07309024301	0.0616694105	0.01563364174
Has1	0.342587292501431	0.326095238095238	0.09379440063	0.1008174821	0.1723346113	0.1430438375	0.1092979772	0.09464670566
Fpr1	0.380459770114943	0.934004474272931	0.2725319743	0.2915855	0.1749345353	0.211962086	0.194991473	0.1507227412
Fpr2	0.435114503816794	0.962099125364432	0.2835318813	0.2280863667	0.5176353882	0.16804828	0.1894345778	0.16528672
Fpr3	0.369018898271009	0.546638386030681	0.1883116706	0.1567873378	0.1866764016	0.2023487582	0.1437172326	0.09979796426
Fpr-rs4	0.707964601769911	0.92511013215859	0.56333334	0.0769231	0.5055556	0.327778	0.22119566	0.1298627
Vmn2r124	0.490311215502055	0.691516121655614	0.3395394213	0.2399004846	0.3388644405	0.213754825	0.2473875556	0.195245137
Vmn2r91	0.588207209357842	0.779365222895379	0.2930476383	0.2604641474	0.3753161931	0.2908767723	0.2654133584	0.1611054992
Vmn2r92	0.503534529635672	0.899403874813711	0.2813199702	0.3218593264	0.3169966722	0.2561432972	0.3500354847	0.2099042268
Vmn2r94	0.377358490566038	0.868510431829209	0.2295464721	0.2340176829	0.3383008726	0.3178052806	0.2192997495	0.1387666171
Vmn2r93	0.439643347050754	0.943928035982009	0.3300060885	0.3408393852	0.4050204521	0.4299499911	0.3073230458	0.1687790935
Vmn2r95	0.61949860724234	0.750055199823361	0.4114435198	0.3223432535	0.4197997978	0.428285417	0.2804972531	0.1658432289
Vmn2r96	0.392349726775956	0.758491652274036	0.2734332864	0.2471709583	0.3451317564	0.3143283899	0.2425118535	0.1846536874
